Ticker	CIK
dxpe	1020710
vygg	1822877
fviv	1828183
lxfr	1096056
ceix	1710366
cnbka	812348
sol	1417892
rmr	1644378
mux	314203
mua	901243
hesm	1789832
onew	1772921
kdny	1435049
cmtl	23197
ccv	1812234
awh	926617
vsec	102752
wttr	1693256
mtl	1302362
ulh	1308208
hut	1731805
tals	1827506
crai	1053706
tcrr	1750019
cplg	1707178
cldt	1476045
leap	1818346
mvf	835948
anik	898437
pstx	1661460
acic	1824502
bgb	1546429
iiin	764401
dbvt	1613780
dnay	1850079
glt	41719
lotz	1759008
uec	1334933
cresy	1034957
mmd	1518557
sos	1346610
lbc	1475348
diax	1608742
phvs	1830487
goss	1728117
ggn	1313510
fuv	1558583
frtg	1602813
acqr	1837393
cfiv	1825249
nvgs	1581804
vapo	1253176
ll	1396033
thw	1635977
vtgn	1411685
qd	1692705
blx	890541
bme	1314966
hps	1215913
zev	1802749
cpac	1221029
blw	1233681
akba	1517022
clvs	1466301
mit	1826058
hix	1058239
sppi	831547
moln	1745114
fsnb	1840225
aud	1067837
bzh	915840
hbia	732417
aty	1861233
fhai	1309251
ipod	1818876
agcb	1830232
mui	1232860
mbi	814585
tgb	878518
rada	761238
yorw	108985
espr	1434868
rick	935419
tars	1819790
cmo	766701
anvs	1477845
cprx	1369568
egle	1322439
dms	1725134
cass	708781
sxc	1514705
viot	1742770
pgc	1050743
ifn	917100
ikna	1835579
adag	1818838
plym	1515816
rmgc	1838108
olp	712770
sbr	710752
mmu	886043
msbi	1466026
sysx	1737372
hmlp	1603016
stem	1758766
lmaca	1831992
hafc	1109242
dmlp	1172358
csse	1679063
kalv	1348911
pebo	318300
dzsi	1101680
jpi	1547994
lpg	1596993
tpgy	1819399
esgc	1532981
glsi	1799788
trit	1819876
bcov	1313275
vrs	1421182
npce	1528287
catc	711772
dx	826675
aciu	1651625
otrk	1136174
vacc	1828185
gilt	897322
eft	1288992
bgfv	1156388
ebon	1799290
ctt	1341141
bitf	1812477
nink	1567388
jfr	1276533
vaqc	1842386
ssti	1351636
ziop	1107421
isee	1410939
evc	1109116
imxi	1683695
tlmd	1791091
ndls	1275158
revh	1841389
itrn	1337117
dmrc	1438231
biox	1769484
xent	1271214
hpi	1176199
igd	1285890
stk	1471420
thr	1489096
clsk	827876
tspq	1838219
fsp	1031316
nqp	870780
dfp	1559991
bolt	1641281
ebf	33002
ryi	1481582
egrx	827871
oprt	1538716
mfl	1045126
arow	717538
nrgx	1756908
gmii	1819395
pros	1634038
true	1327318
maps	1779474
leo	818972
vec	1601548
free	1753706
orc	1518621
myn	882150
evn	1074540
ircp	1128173
ncv	1214935
pds	1013605
pko	1412350
pace	1819404
tshmy	1503526
gnus	1355848
thff	714562
cdzi	727273
mogo	1602842
haac	1824013
nrxp	1719406
ih	1814423
arlo	1736946
cmgr	1389518
tti	844965
bbsi	902791
apxt	1777921
ortx	1748907
awp	1390195
dpg	1515671
hckt	1057379
rmt	912147
ke	1606757
vki	908993
aplt	1697532
mca	888410
zyxi	846475
isd	1534880
prpc	1821329
bry	1705873
safly	1538028
clmt	1340122
rex	744187
avd	5981
atro	8063
akts	1584754
cio	1593222
bfc	1746109
insw	1679049
fwaa	1837014
ytpg	1840859
pavm	1624326
rlmd	1553643
rice	1823766
jfu	1619544
asle	1754170
qtt	1733298
dhil	909108
prvb	1695357
dsu	1051003
iva	1756594
ead	1210123
urov	1740547
yin	1661125
apei	1201792
alpp	1606698
ccap	1633336
gts	1171662
fsd	1494530
pv	1818787
ezoo	1752372
jhb	1647933
mirm	1759425
rmni	1635282
mpx	1129155
nptn	1227025
frph	844059
fcbc	859070
loop	1504678
efr	1258623
twi	899751
repx	1001614
hql	884121
sptk	1836259
gtx	1735707
acbi	1461755
bui	1528988
prth	1653558
fly	1407298
rrgb	1171759
ocx	1642380
nls	1078207
ngab	1827980
acnd	1805651
clfd	796505
dba	1383082
fmac	1822219
kvsb	1846069
tbcp	1815753
nat	1000177
eqd	1818221
rcel	1762303
nhf	1356115
vntr	1705682
cste	1504379
maac	1819263
amot	46129
indt	1037390
tcva	1845580
bedu	1696355
klr	1719489
motv	1827821
ctaq	1823634
svac	1794905
flic	740663
yrd	1631761
next	1612720
hear	1493761
nakd	1707919
snrh	1823854
mcb	1476034
hio	910068
hhla	1824185
rm	1519401
dgnu	1827076
finm	1823855
mbac	1839175
caf	1368493
ohpa	1836129
spnv	1825024
agac	1833909
alrs	903419
pdot	1841845
mcft	1638290
stpc	1830210
ater	1757715
ephy	1827248
dcrn	1836154
pacx	1829797
xbit	1626878
wsbf	1569994
nstb	1834518
mvbf	1277902
gbab	1495825
bh	1726173
atom	1420520
pflt	1504619
aout	1808997
vgii	1841761
muds	1820727
ngca	1843388
axdx	727207
fcax	1823733
smts	1705259
cps	1320461
iiac	1825042
tdw	98222
amsc	880807
sdhy	1812923
stal	1614556
cpsi	1169445
foa	1828937
apts	1481832
cswc	17313
mbwm	1042729
impx	1820191
amal	1823608
cool	1829953
tnk	1419945
soly	1548187
laws	703604
aaqc	1838883
thcb	1760689
tlga	1827871
clw	1441236
ktf	839533
howl	1785530
pmo	900422
solo	1637736
tlys	1524025
orrcf	1390352
kbal	55772
fthm	1753162
ois	1121484
xone	1561627
lnd	1499849
oepw	1824677
bbcp	1703956
muj	1053988
wndw	1071840
gain	1321741
siga	1010086
afib	1522860
bfst	1624322
dsx	1318885
hbt	775215
crd-a	25475
ppt	827773
bxc	1301787
wimi	1770088
mgta	1690585
invu	862651
fisi	862831
nbtx	1760854
rbb	1499422
hmtv	1567345
selb	1453687
amrk	1591588
ibcp	39311
crge	1277250
qell	1821171
ctxr	1506251
rgp	1084765
amr	1704715
wldn	1370450
acam	1846125
bfz	1137391
tpvg	1580345
thbr	1769318
autl	1730463
txmd	25743
bnft	1576169
vktx	1607678
djco	783412
fra	1259708
crf	33934
ngac	1819493
nan	1074769
senea	88948
msb	65172
tg	850429
htbi	1538263
labp	1785345
vpg	1487952
axti	1051627
mrac	1830180
fc	886206
fldm	1162194
hpf	1189740
naac	1830063
gern	886744
lctx	876343
psac	1805521
mofg	1412665
wtba	1166928
aef	846676
eto	1281926
mhn	1038186
rvi	1735184
ztr	836412
sien	1551693
pdac	1821317
aomr	1766478
omn	1090061
lhc	1824153
nvgi	1500122
rbnc	1606440
miy	890393
bwb	1341317
fbrx	1419041
rrd	29669
igic	1794338
cstr	1676479
gig	1836981
kvsa	1841873
harp	1708493
kndi	1316517
ufi	100726
sgu	1002590
mlr	924822
dgica	800457
grts	1656634
etb	1308927
mcbs	1747068
bmea	1840439
hayn	858655
camp	730255
pnnt	1383414
oyst	1720725
anip	1023024
prqr	1612940
soi	1697500
adn	1744494
alto	778164
higa	1823776
btcm	1517496
jri	1539337
inbt	1657803
bdtx	1701541
fmnb	709337
mtem	1183765
ecc	1604174
bchg	1732409
flmn	1703785
ooma	1327688
mdca	876883
afb	1162027
eqbk	1227500
hcic	1829455
sb	1434754
pfl	1244183
vacq	1819994
fuse	1807846
btaq	1815526
amyt	1783010
ccbg	726601
graf	1845457
advv	1698519
plse	1625101
gut	1080720
min	826735
pmx	1181506
uve	891166
nev	1469392
snpr	1819584
akus	1722271
enpc	1816261
otlk	1649989
ufpt	914156
icad	749660
usx	923571
atnx	1300699
clii	1821159
spfr	1825079
pcpc	1824993
moxc	1516805
ndac	1837067
sprq	1821850
acrhf	1762359
expr	1483510
cap	1722438
deh	1812173
altg	1759824
rmgb	1820143
frxb	1840161
pmm	844790
bhb	743367
ipi	1421461
wuyi	1687065
giix	1841080
rfi	891290
mpaa	918251
cenh	1836935
noa	1368519
kuri	1836967
cmii	1837412
hyre	1713832
ta	1378453
gsqd	1837207
infu	1337013
ryam	1597672
yac	1815302
xpdi	1839341
bmrc	1403475
wald	1840199
dske	1642453
notv	720154
sbnc	703904
trns	99302
dmyq	1836833
vra	1495320
ht	1063344
coli	1829615
virx	1061027
ennv	1832351
acii	1838614
spgs	1839127
ff	1337298
atmr	1836176
gfx	1823896
gmbt	1836190
slac	1834755
rxra	1840463
macc	1840148
scle	1838697
scob	1838431
tioa	1846163
fact	1838987
ross	1841610
vect	1836379
ttsh	1552800
ptoc	1838238
ppgh	1826333
spfi	1163668
twni	1835881
twnd	1814215
ftcv	1829328
acah	1836274
glbl	1838615
hawel	46207
rekr	1697851
snii	1838359
cbat	1117171
gpm	1310709
asa	1230869
fsbc	1275168
itrm	1659323
slcr	1826553
kin	1561743
fdus	1513363
cslt	1433714
jcic	1822312
ormp	1176309
fixx	1661998
gnty	1058867
spro	1701108
bym	1181187
anzu	1840877
scpl	1760717
stim	1227636
hoft	1077688
insd	1697587
gp	1584547
anpcy	1620678
cem	1488775
rain	1724979
ctmx	1501989
flxn	1419600
faca	1839550
cbah	1828723
nsrpf	1536674
mec	1766368
atax	1059142
ncmi	1377630
legh	1436208
fora	1829280
gtyh	1682325
cdak	1659352
bysi	1677940
svfc	1837240
aray	1138723
ldsn	1737193
ncz	1227857
dsm	855887
ffa	1291334
dtoc	1839998
nodk	1681206
rcky	895456
bkt	832327
dssi	1761940
edd	1388141
bvh	315858
bq	1815021
pkoh	76282
smbc	916907
sldb	1707502
scor	1158172
achl	1830749
sqz	1604477
claa	1837739
mixt	1576914
sfst	1090009
krt	1758021
spke	1606268
zixi	855612
dmyi	1824920
hcar	1824846
trc	96869
vtru	1805012
rmm	1771226
trtk	1560905
fcac	1816233
inzy	1693011
joff	1824149
trrb	1498232
mdvl	1402479
grbx	1419275
cnty	911147
ltrpa	1606745
goed	1810140
clpt	1285550
fof	1375340
llnw	1391127
poetf	1437424
ftsi	1529463
pfdr	1839132
jro	1289213
ello	946394
oia	835333
sftw	1753539
prsr	1825473
plmi	1840317
avdl	1012477
qmco	709283
ebtc	1018399
rvp	946563
fhtx	1822462
irs	933267
bsrr	1130144
cznc	810958
stxb	1499453
nstc	1835817
ellky	1437194
nltx	1404644
byts	1842566
peo	216851
glo	1350869
swbk	1829730
gbli	1494904
eex	1579214
csta	1834032
tuem	878726
hiti	1847409
lsea	1721386
mcr	851170
pmf	1140392
lca	1844642
og	1829949
angn	1601485
mson	880432
itmr	1613170
gwrs	1434728
ccne	736772
anac	1829558
glad	1143513
atto	1606457
edn	1395213
hyac	1819253
trin	1786108
sdac	1837248
myj	884216
jg	1737339
xoma	791908
sor	91847
tei	909112
itegy	1579597
raac	1824734
pmgm	1837607
btnb	1831236
atha	1620463
cato	18255
aqb	1603978
ppta	1526243
gmda	1600847
vrna	1657312
asg	786035
bivi	1580149
oncr	1671818
tpgs	1840927
alt	1326190
bsn	1815805
ssaa	1830547
tk	911971
axu	1364128
mmt	809173
dpls	866439
jgh	1615905
th	1712189
aggr	1842329
hmco	1829042
etnb	1785173
dhca	1838163
frst	1325670
ictsf	1010134
sgc	95574
soac	1798562
fsrx	1834336
esm	1841420
cfvi	1830081
tsib	1832737
fpi	1591670
bny	1137390
gmhly	1438848
avro	1681087
krnl	1832950
drrx	1082038
hofv	1708176
ardc	1515324
pbyi	1401667
bned	1634117
migi	1218683
qtnt	1596946
thtx	1512717
cvm	725363
yj	1759614
rrbi	1071236
dbo	1383058
nexi	1538210
psf	1498612
eskyf	1010559
taco	1585583
lizi	1783407
altu	1822366
tnxp	1430306
gpac	1831979
avnw	1377789
gxgx	1752828
kmph	1434647
inve	1036044
htpa	1828817
plm	866028
dgns	1827075
bspi	1787412
plpc	80035
cova	1837160
uavs	8504
ags	1593548
smbk	1038773
tmq	1543418
irmd	1325618
drtt	1340476
enfa	1828972
pvac	77159
powl	80420
chaa	1838293
vist	1762506
fcbp	1716697
erc	1227073
pcq	1140411
acv	1636289
fei	1556336
ibex	1720420
dspg	915778
nvec	724910
osbc	357173
kmf	1500096
mta	1722606
blua	1831006
egan	1066194
livx	1491419
alus	1781115
btbt	1710350
frgi	1534992
hyi	1497186
cue	1645460
bdsx	1439725
fwac	1847874
apyx	719135
wsr	1175535
bdsi	1103021
dhbc	1838176
kiii	1826059
nunz	886093
drio	1533998
gdlc	1729997
ivan	1819142
cvgi	1290900
dnz	1830374
klaq	1823323
artna	863110
tzps	1823481
jnce	1640455
jvczy	1534648
evi	65312
ejfa	1839434
lcaa	1841024
kor	1507964
fbio	1429260
fusn	1805890
rlgt	1171155
cnd	1824301
aurc	1835856
wpca	1836075
gamc	1841125
clrm	1831937
arrw	1835972
natr	275053
cvlg	928658
leu	1065059
tinv	1820144
eot	1454741
civb	944745
vtiq	1823884
rot	1826681
niobf	1512228
nebc	1826018
tyg	1268533
mreo	1719714
vlgea	103595
advm	1501756
bgh	1521404
kala	1479419
ccb	1437958
fulc	1680581
byrn	1354866
ccac	1794621
ipldp	52485
cspr	1598674
agle	1636282
gtii	356590
fiv	1687081
opt	1815620
freq	1703647
amnb	741516
urgn	1668243
luna	1239819
kinz	1820875
beem	1398805
emkr	808326
bkrp	1580095
rtto	1646576
ozsc	1679817
hrzn	1487428
kio	1515940
fll	891482
hcmc	844856
exfo	1116284
sgtx	1821323
fmiv	1842916
cpsr	1805087
actd	1842279
epwr	1825720
rcs	916183
syrs	1556263
tmkr	1821606
atvc	1831874
voxx	807707
amtx	738214
tufn	1757399
ezpw	876523
mvt	897269
xpoa	1821742
rgs	716643
pow	1829427
dhhc	1830188
adex	1830029
ader	1822912
yell	716006
nvsa	1838433
cptk	1827899
disa	1838831
swet	1828914
eac	1832765
actg	934549
mesa	810332
prof	1628808
iiii	1829889
hbio	1123494
mdh	1823143
stks	1399520
kldi	1752474
wve	1631574
hbcp	1436425
hccc	1822935
rbtk	1594204
care	1829576
txcb	1006840
itic	720858
piai	1819175
pcyo	276720
cmcm	1597835
lndc	1005286
ctac	1824577
fct	1282850
myc	882152
lcut	874396
gtbp	109657
acet	1720580
kirk	1056285
ctso	1175151
mqt	887394
ampe	1411906
ssss	1509470
wia	1254370
brbs	842717
ibio	1420720
lptv	1643988
zeus	917470
gss	903571
lmrk	1615346
supv	1517399
puyi	1750264
fnlc	765207
surf	1718108
rdhl	1553846
meip	1262104
jrs	1158289
svok	1828672
krus	1772177
prtk	1178711
emf	809708
athx	1368148
puck	1836100
iea	1652362
esca	33488
cto	23795
vpv	895528
chn	845379
bkn	894242
gf	858706
plxp	1497504
nl	72162
hlah	1826814
nnbr	918541
kldo	1751299
cerc	1534120
mue	1071899
glre	1385613
isos	1840572
nr	71829
fssi	1822862
ksmt	1814824
cfv	1828049
crnt	1119769
bcel	1532346
tschy	1614483
ipvf	1839610
ipva	1839608
gsaq	1823707
cru	1825497
lokb	1821769
vpcc	1841408
clas	1826855
cffe	1839530
stre	1838361
mpb	879635
lfmd	948320
bhr	1574085
jaggf	1333849
empw	1822928
iacb	1835378
emo	1517518
pbfs	1769663
cogt	1622229
spxx	1338561
hpx	1809353
vpcb	1840792
lmnr	1342423
utmd	706698
lokm	1841585
hysr	1481028
vrca	1660334
huiz	1778982
tast	809248
pck	1170300
ston	1753886
hbb	1709164
hchc	1006837
oacb	1820931
atcx	1751143
srac	1781162
ngl	1504461
fgna	1818502
wilc	1030997
mci	275694
tern	1831363
whf	1552198
pfis	1056943
rclf	1833498
imcc	1792030
xnet	1510593
brt	14846
ds	1175483
tekk	1822027
tipt	1393726
mrmd	1522767
nbev	1579823
inbk	1562463
macq	1838672
ddlx	1643194
aenz	1572621
ghl	1282977
pke	76267
lego	1820272
celc	1603454
uone	1041657
asaq	1819510
hcii	1823033
vhc	1082324
nxp	883618
silc	916793
nisn	1603993
mtac	1826667
hbmd	1390162
nbh	1178839
jpdyy	1615026
mon	1828325
pvbc	1778784
ptsi	798287
seovf	1491434
fsbw	1530249
cbay	1042074
nca	818851
dbl	1525201
lovv	1605780
sar	1377936
nuo	878200
cmls	1058623
ithx	1828852
mcbc	1053584
aspl	1819516
cybe	768411
evm	1177161
brcn	1158399
snse	1829802
ajx	1614806
abit	1095146
wrap	1702924
gpp	1635650
inlb	1500123
qoeg	1439237
valu	717720
apto	882361
dakt	915779
inse	1615063
fbnk	1511198
npv	897421
rei	1384195
mhi	1223026
abus	1447028
fst	1815737
phd	1305767
mav	1258943
mfm	801961
tour	1597095
svfb	1837238
nath	69733
cfac	1818644
dyns	1854270
nxq	885733
dbdr	1823144
frln	1810031
nmg	1649752
nrac	1831964
tci	733590
bkcc	1326003
mbii	1441693
dcrb	1716583
srt	1031029
mhld	1412100
lcap	1802450
pcsb	1691337
mbio	1680048
cnlhn	23426
mg	1436126
eigr	1305253
znte	1823652
sv	1822966
lhaa	1841948
brg	1442626
bgt	1287480
renn	1509223
mgu	1326390
rdvt	1720116
nsh	1816017
sbg	1816708
zyqg	1790368
cinr	1575051
acev	1813658
kcac	1841304
smmf	811808
fuaiy	1132571
jfin	1743102
akic	1826574
bgr	1306550
rtpz	1828105
voso	1822888
slgl	1684693
scvx	1794717
taca	1826991
sunw	1172631
cas	1822309
ssdt	1673504
pht	1166258
bttr	1471727
nml	1562051
sbow	351817
vmd	1729149
ucl	1775898
tlis	1584751
ggt	921671
tsi	809559
fvt	1824434
kaii	1825962
ivc	742112
fen	1284940
cbnk	1419536
noac	1824888
smti	714256
gnac	1832250
iii	1371489
aspc	1836547
clsd	1539029
arbg	1823826
ampi	1835636
ptic	1821075
ldha	1842373
paqc	1830531
pdsb	1472091
ins	320340
lchd	1715433
zwrk	1828438
gmtx	1816736
mtrx	866273
nwpx	1001385
vii	1826011
shac	1820160
blts	1827328
iti	350868
iif	916618
biot	1825413
boas	1838544
tmac	1835236
gdo	1472341
velo	1832371
flme	1831481
smsi	948708
slct	1263762
ftf	1233087
ostr	1834226
bbw	1113809
itq	1805508
flxs	37472
iacc	1844579
trvn	1429560
afcg	1822523
nmtr	1551986
ebet	1829966
hffg	1680873
gpx	70415
fins	1745059
gte	1273441
twoa	1843988
chma	1339469
mrln	1260968
lvtx	1840748
afaq	1841661
hook	1760542
fdbc	1098151
thma	1835567
fzt	1839824
frsg	1842883
vera	1831828
intz	736012
gfasy	1389207
leju	1596856
liii	1840780
ueps	1041514
immr	1058811
sund	1171838
fngr	1602409
lgi	1278211
vtn	883265
onds	1646188
dmb	1565381
xers	1346302
seel	1017491
ocn	873860
mulg	1629665
picc	1835800
lsf	1650696
aone	1816613
nuw	1450445
blct	1791278
plg	1095052
jhd	1666735
alco	3545
kair	1824171
wrn	1364125
hcaq	1833769
cia	24090
imux	1280776
wlfc	1018164
mict	854800
eqha	1826729
pipp	1822835
glha	1841734
dhf	1057861
nrim	1163370
lvra	1841383
urg	1375205
ovid	1636651
infi	1113148
asti	1350102
twn	804123
frsx	1691221
jce	1385763
nh	1566469
ipha	1598599
fsii	1822711
inmb	1711754
pbt	319654
nrp	1171486
ffmgf	1641229
sprb	1683553
zdge	1667313
kzr	1645666
trca	1840353
crmd	1410098
kmda	1567529
nhhs	1503707
orrf	826154
dhy	1061353
vih	1820302
nhs	1487610
pcom	1204413
pwfl	1774170
scd	1270131
nvve	1836875
mtt	1454021
eypt	1314102
cix	1049606
evf	1070732
orph	1764791
vel	1692376
pzc	1181504
jof	859796
isle	1837997
clvr	1819615
lhdx	1652724
emx	1285786
cnf	1733868
cece	3197
ubx	1463361
cveo	1590584
viao	1769116
eqos	1790515
fcuv	1590418
obelf	1334388
envi	1822691
xgn	1274737
oca	1827669
boch	702513
prtg	1095435
odc	74046
tgrp	1658605
etx	1563696
hqi	1140102
dwin	1812360
cvcy	1127371
nak	1164771
esxb	1323648
fund	825202
eman	1046995
tmts	1822553
pgcg	1462047
lbti	1384135
immp	1506184
nbn	811831
vcvc	1821595
sgoc	1412095
dlca	1831928
tlc	1722890
ghac	1806156
eod	1386067
crdf	1213037
pcb	1423869
frw	1825739
vhaq	1823857
bgsx	1838666
gpja	41091
grtx	1563577
pfbi	887919
bite	1831270
tbnk	1447051
crzn	1844635
hrow	1360214
lbps	1830162
czfs	739421
uihc	1401521
gcbc	1070524
pfhd	1630856
aft	1502573
scm	1551901
qfta	1830795
flc	1245648
vwtr	830122
fmao	792966
ide	1417802
pstl	1759774
nxr	888411
suns	1508171
tffp	1733413
cmpx	1738021
blu	1259942
oxsq	1259429
bctg	1819133
acnb	715579
gau	1377757
ehi	1228509
ngvc	1547459
duo	1750593
tcac	1801602
athn	1840292
scaq	1821812
metc	1687187
agfy	1800637
msgm	1821175
bset	10329
petx	1509190
atnf	1690080
opa	1843121
srra	1290149
dxlg	813298
sic	1723866
hrtg	1598665
adms	1328143
sjt	319655
alya	1734520
catn	1632275
igi	1462586
nro	1261166
tgrf	1551286
clim	1835713
istr	1602658
pwvi	933972
nmrd	1602078
evg	1287498
amci	1843724
vinc	1796129
pdlb	1703489
lazy	1721741
enob	1527728
codx	1692415
edap	1041934
vbf	5094
shmp	1465470
pana	1828989
gwgh	1522690
gmbl	1451448
fvcb	1675644
tsbk	1046050
uroy	1711570
frbk	834285
ihit	1682811
tlsa	1723069
onct	1260990
ctrm	1720161
cntg	1757097
grx	1391437
ctic	891293
ueec	1096938
enx	1177162
ivh	1568292
kulr	1662684
fif	1513789
jtd	1397173
tela	1561921
pkbk	1315399
mymd	1321834
qh	1781193
kf	748691
insi	30125
fbiz	1521951
mrkr	1094038
ncty	1296774
idba	1824036
ngc	1843249
ckpt	1651407
fdeu	1646109
phil	704172
kvhi	1007587
jco	1686142
hurc	315374
sbii	1842729
ftft	1066923
bcbp	1228454
bblg	1419554
scpe	1764301
unty	920427
mepw	1627452
cdr	761648
asln	1722926
sd	1349436
flnt	1460329
panl	1606909
hzn	1637655
crbp	1595097
mrcc	1512931
mxf	65433
oeg	1108967
nsl	1093428
aaoi	1158114
sbt	1680379
fxe	1328598
quad	1481792
aveo	1325879
aif	1526697
gdnsf	1771706
rphm	1637715
farm	34563
obsv	1685316
cplp	1392326
usdp	1610682
fron	1842223
swkh	1089907
aku	1776197
pgsvy	902053
atlo	1132651
sup	95552
pirs	1583648
borr	1715497
agmh	1705402
aeac	1827392
efl	1701167
groy	1834026
lega	1834628
stsa	1692830
gpl	1300050
litb	1523836
mfin	1000209
nxtc	1661059
ntz	900391
bsl	1486298
pbpb	1195734
smpr	773717
maqc	1844419
uryl	1652842
emp	66901
nen	746514
apen	1251769
gnrs	1790665
bwfg	1505732
ptmn	1372807
zyne	1621443
batl	1282648
weys	106532
lwac	1828522
airg	1272842
nksh	796534
tcda	1595585
samg	1549966
tyme	1537917
jagx	1585608
shsp	1506439
tvac	1820566
casi	895051
nhic	1805385
pmts	1641614
opp	1678130
prog	1580063
hyb	825345
enj	71508
dbtx	1656536
dfns	1777946
gldg	1538847
kavl	1762239
lnfa	1823575
alpn	1626199
saii	1816048
pim	830622
ggm	1551949
caba	1759138
dbb	1383084
tusk	1679268
vtaq	1822145
cidm	1173204
gwac	1819989
nwfl	1013272
pmvc	1807765
gapa	1839121
wism	1756640
uti	1261654
hyw	1785680
sqns	1383395
fccy	1141807
lcnb	1074902
lyts	763532
dsac	1823466
inb	1395057
bwg	1504545
phic	1825724
gnpk	1819810
pgrw	1833213
aryd	1838821
gaia	1089872
inka	1826671
clgn	1631487
brpm	1839360
ksi	1843351
cfms	1305773
gceh	748790
mpa	891038
grin	1725293
neti	1587264
cmmb	1534248
linc	1286613
gcac	1498233
hsaq	1814114
mfnc	36506
tsq	1499832
levl	1412707
ft	833040
mlp	63330
trec	7039
nsrcf	1302084
rgco	1069533
mnov	1226616
pfmt	1550695
myfw	1327607
tisi	318833
pine	1786117
chmg	763563
icbk	1470205
vabk	1572334
krmd	704440
dla	1101396
cwgl	1562151
bgio	1691433
wtrh	1653247
adma	1368514
smlp	1549922
thm	1134115
pmbc	1109546
jdd	1255821
aqms	1621832
iin	88790
oiim	1095348
sybx	1527599
tcfc	855874
imnm	1472012
strs	885508
usas	1286973
untc	798949
evbn	842518
fstr	352825
gsv	1321847
sbbp	1634432
culp	723603
id	1698113
wneb	1157647
gdp	943861
teaf	1704299
elek	1518487
blsa	1823200
fhs	1786182
hglb	1622148
ecf	793040
one	1722380
mitt	1514281
reemf	1419806
cvly	806279
koss	56701
wmc	1465885
gnss	924383
pei	77281
impl	1445499
shbi	1035092
niq	1564584
hie	1519505
thca	1773087
bcml	1730984
atxg	1650101
glq	1316463
ger	1612875
lrmr	1374690
gbnh	1735948
racb	1819724
ltdh	93205
twin	100378
uk	1821424
resn	1579910
tkat	1491487
acp	1503290
lci	57725
aunff	1507713
svra	1160308
dmf	839122
nept	1401395
byfc	1001171
slgg	1621672
qipt	1540013
seav	1763660
bgx	1504234
goro	1160791
rmbi	1767837
sj	1753673
jill	1687932
cbh	1701809
msd	904112
gmgi	1437925
siox	1636050
fgbi	1408534
eml	31107
fenc	1211583
aptx	1674365
abgi	1833764
ataq	1841004
pfd	868578
cofs	803164
bfra	1712641
osmt	1739426
htoo	1819794
egy	894627
cffi	913341
aih	1757143
naz	892992
tmdi	840551
latn	1766146
glop	1598655
spok	1289945
riv	1501072
apcx	1070050
jhs	759866
nc	789933
dnif	1059213
mark	1368365
esq	1531031
rrts	1440024
ocax	1820175
hsbi	943033
ewlu	1517498
tgan	1715768
hlan	844959
ctr	1547341
inod	903651
cik	810766
vtvt	1641489
dgl	1383055
hymc	1718405
aeye	1362190
mhf	830487
galt	1133416
isba	842517
bta	1343793
fgnv	1687919
fve	1159281
piivx	1557265
lxu	60714
osg	75208
cee	860489
cih	1749797
vqslf	1777765
rdi	716634
alsk	1089511
whg	1165002
wmpn	1828376
vyne	1566044
intt	1036262
mogu	1743971
fmn	1199004
kshb	1604627
mven	894871
lake	798081
fnwb	1556727
sgam	1820201
bfi	1723580
ttoo	1492674
essc	1760683
iga	1332943
fat	1705012
phas	1169245
pxlw	1040161
cwco	928340
mlac	1807594
watt	1575793
oesx	1409375
genc	64472
omeg	1832010
essa	1382230
rcar	1016708
crecf	1478035
bcv	9521
bbq	1021270
dhx	1393883
jax	1617227
orn	1402829
eusg	1832505
xflt	1703079
ship	1448397
ntg	1490286
sifi	1500213
wea	1163792
gnft	1757064
avepy	1446189
vnrx	93314
gleo	1784851
smed	898770
xin	1398453
seco	1633441
fsfg	1435508
fxy	1353613
belfa	729580
flac	1828326
fgovf	1064052
slng	1043186
cfrx	1478069
strt	933034
coms	1178727
imbi	870826
ayro	1086745
dmo	1478102
elox	1035354
sls	1390478
gein	1683131
vcka	1820190
eq	1746466
jpt	1679033
htbx	1476963
gsmg	1738758
mhh	1437226
lmpx	1731727
rwbyf	1744345
mnsb	1693577
pfo	882071
pypd	1611842
ljaq	1825437
cban	711669
mcn	1289868
tzoo	1133311
snfca	318673
asur	884144
chmi	1571776
coe	1659494
stg	1723935
pwod	716605
vero	1409269
bway	1505065
nyc	1595527
agtc	1273636
scph	1604950
brqs	1650575
bfin	1303942
move	1734750
srl	16859
plbc	1168455
cxe	845606
fstx	1566373
lee	58361
epm	1006655
gne	1528356
ycbd	1644903
jwel	1805594
actx	1096950
optn	1494650
pays	1496443
wnw	1787803
bbig	1717556
game	1714562
ivac	1001902
acrx	1427925
mist	1408443
ftco	1828377
jhi	759828
admp	887247
mlss	855683
ltrn	1763950
enlv	1596812
mcmj	1785592
alf	1833908
aspu	1487198
sfe	86115
vmm	895658
catb	1454789
unb	706863
heq	1496749
xspa	1410428
mrbk	1750735
jta	1265708
mdna	1807983
bwac	1821146
ebac	1841258
itrg	1722387
idty	1534154
usio	1088034
mnp	894351
atnm	1388320
liqt	1307579
spi	1210618
aneb	1815974
ihd	1496292
nbst	1831978
gnpx	1595248
ddmx	1828957
sncr	1131554
augx	1769804
rvsb	1041368
kxin	1713539
extn	1635881
hbp	1093082
mtnb	1582554
jzxn	1816172
ung	1376227
rdcm	1016838
kuke	1809158
cycn	1755237
ntic	875582
dbp	1383057
hlxa	1821586
gdrzf	1072725
izea	1495231
algr	1720025
lbph	1832168
esea	1341170
bkep	1392091
